Query
календарь на апрель и май 2024 года
как руководителю объяснить денег нет а прибыль есть
счета фактуры на аванс графа 1а слово предоплата
образцы приказов с изменениями учетной политики в 2024
реквизиты для уплаты страховых взносов от несчастных случаев
актуальные коды оквэд на 2023 год с расшифровкой
уведомление по страховым взносам в 2024 году сроки
образец заполнения формы 3-ндфл вычет на страхование жизни
сервис, чтобы рассчитать нормативный расход гсм для автотранспорта
6-ндфл строка заполнения 120 в 2024 1 кв
акт о проведении проверки на обесценение основных средств
ндфл за I квартал 2024 года: пример заполнения
нужно ли подавать уведомления по страховым за март
учет по счету 08 вложения во внеоборотные активы
запись в трудовую книжку при увольнении генерального директора
калькулятор расчет компенсации за неиспользованный отпуск при увольнении
размеры взносов на страхование ип в 2023 году
обязательно ли сдавать книгу доходов ип на усн
как округлять выручку в отчете о подтверждении ОКВЭД
как правильно оформить сотрудника с разъездным характером работы
кбк в расчете по страховым взносам в 2024
декларация на усн для ип за 2023 год
на чье имя директор пишет заявление об увольнении
счет фактуры на аванс уплаченный нет, как отразить
облагается ли компенсация за задержку заработной платы ндфл
какой регистрационный номер указывать в справке подтверждении оквэд
заявление на отпуск за свой счет генерального директора
где отражаются в балансе 76.07.5 проценты по аренде
как определить срок амортизации имущества для налогового учета
по какой форме рсв за 1 квартал 2024
сумма фиксированного платежа за ип в 2023 году
подать уведомление о приеме иностранного гражданина на работу
как уволить генерального директора запись в трудовой книжке
срок уплаты усн за 4 квартал 2023 года
учет комиссии по банковской гарантии в налоговом учете
6-ндфл за 1 квартал 2024 года порядок заполнения
льгота по налогу на имущество по кадастровой стоимости
за какой период времени можно сдавать ндс для
страховые взносы ип за себя в 2024 году
как предпринимателю заполнить уведомление по уплате страховых взносов
регламент о допуске работников к обработке персональных данных
декларация по усн за 2023 год по ип
как округлять копейки при авансах по транспортному налогу
реквизиты для уплаты взносов на травматизм в 2024
при переходе ип с усн на осно расходы
инструкция рабочего на рабочем месте по охране труда
в какой момент учитывать доход от агента усн
нужно ли отправлять уведомление по авансам по ип
уплата налога на прибыль для вновь созданной организации
как отразить в расчете 6-ндфл излишне удержанный налог
какие документы должны быть в кадровом деле сотрудника
акт на уничтожение документов с истекшим сроком хранения
можно ли подать уточненную налоговую декларацию по ндс
формы уведомления о усн за 1 квартал 2024
возврат товара от покупателя бухгалтерский учет налоговый учет
в каких случаях не выставляется корректировочный счет фактура
учетная политика для целей налогового учета образец услуги
образца ответа на требование в налоговую по рсв
как списать и учесть безнадежную дебиторскую задолженность проводки
заполняем 6-ндфл за 1 квартал 2024 строка 160
распределить прибыль между головой и обособленным подразделение принцип
налог деклар по налогу на прибыль при убытке
стандартные вычеты по ндфл: на детей, на себя
как использовать резерв по сомнительным долгам в бух
как заполнить нулевую декларацию по налогу на прибыль
пример ответа на требование по ндс необлагаемые суммы
пример платежного поручения на выплату дивидендов не сотруднику
можно ли выдать в подотчет учредителю не сотруднику
расчет материальной выгоды по договору займа для ндфл
можно ли идти в отпуск с праздничный день
нужно ли формировать уведомление за март страховые взносы
приказ на перевод основного средства в малоценное оборудование
дивиденды прошлых лет как выплатить в 2024 году
новые сроки перечисления ндфл с 1 мая 2024
суммы фиксированных взносов для ип за 2022 год
срок уплаты усн ип за 1 квартал 2024
облагается ли ндфл компенсация за задержку заработной платы?
декларация усн ип при закрытии в 2023 году
кто может использовать положения стандарта фсбу 28/2023 инвентаризация
доверенность на получение и передачу документов в ифнс
как ип на усн доходы работать с озон
безопасная Доля вычетов по ндс в 2024 году
уведомление страх взносы за март 2024 надо подавать
справка - подтверждение основного вида деятельности Бланк скачать
куда подавать заявление о подтверждении основного вида деятельности
сроки подачи уведомлений по страховым взносам за 2024
ответ на требование по агентским довгорам при усн
код операции в декларации по ндс предоставление займа
как заполнять строку 5а счет-фактуры при выполнении смр
расходы на рекламу при усн доходы минус расходы
образец заявления на патент по аренде нежилым помещением
налоговый расчет о суммах выплаченных иностранным организациям доходов
ип с сотрудниками подтверждение вида деятельности в фсс
новые правила работы с самозанятыми с 1 марта
как проверить отчет 6-ндфл за 1 кв 2024
как слететь с освобождения от ндс при есхн
начисление налога на имущество по остаточной стоимости копейки
форма декларации по ндс за 1 кв 2024
если усн к уплате 0, надо подавать уведомление?
увольнение директора в связи с ликвидацией назначение ликвидатора
скачать изменение в учетную политику на 2023 год
сроки оплаты дней по уходу за ребенком инвалидом
отражение на счетах бухгалтерского учета пособия на погребение
безопасная Доля вычетов ндс на 1 квартал 2024
код по земельному налогу за первый квартал 2024
лимит расчета наличными между юридическим лицом и ип
как отразить подписку на систему главбух в учете
новая форма рсв за 1 квартал 2024 года
можно ли выплачивать дивиденды по прибыли прошлых лет?
ежегодный отпуск 2024 на сколько днем писать заявление
при покупке земельного участка выделяется ндс с суммы
сроки перечисления ндфл в отчете 6-ндфл в 2024
срок уплаты налога на прибыль 1 квартал 2024
сроки подачи уведомлений по ндфл в 2024 году
в какой момент самозанятому платить налог с дохода
средний заработок для расчета больничных листов, что включается
списание основных средств с забалансового учета приход Ломов
беспроцентные полученные займы между юридическими лицами счет учета
пример трудового договора с медсестрой на 0,25 ставки
пониженные ставки налога на усн в 2024 году
инвестиционный вычет по налогу на прибыль в санкт-петербурге
книга учета доходов на 2023 год усн ип
льгота по налогу на имущество в учетной политике
при увольнение какой отчет надо сдать какая часть
нужно ли сдавать декларацию по налогу на имущество
как правильно заполнить 6-ндфл за 1 квартал 2024
изменение по оплате усн за 2023 г доходы
в упд печать покупателя подписи обязательны или нет
как заполнить форму 6-ндфл за 1 квартал 2024
договор на оказание услуг по управлению транспортным средством
каким документом отразить порядок выплаты дивидендов выплату дивидендов
как отразить возврат налога по енс в бухгалтерии
если не поступил запрос из фсс по больничному
уведомление о переходе ип на усн при регистрации
нужна ли касса ип продать автомобиль физическому лицу
как в учете провести выкупную стоимость лизингового имущества
образец заявления на отпуск по беременности и родам
реализация недвижимого имущества при усн доходы минус расходы
налог ндфл физлицу за продажу земельного участка хоз.постройки
если страховые взносы больше налога усн подается уведомление
размер пособия на погребение в москве в 2024
как ип получить пособие по беременности и родам
что будет или не подтвердить основной вид деятельности
учетная политика на 2023 год для малого предприятия
как сдать 6-ндфл при изменении адреса обособленного подразделения
уведомление по усн за 1 квартал 2024 года
как заполнить заявление зачета енп в счет предстоящих
ндфл с материальной выгоды в 2024 в 6-ндфл
как по налогу на прибыль учесть корректировку поступления
авансовый отчет какие чеки можно принять к учету
отрицательный аванс по усн нужно ли подавать уведомление
сроки уплаты аванса по усн за 1 кв.2024
образец заполнения закупочного акта на металл у физ.лица
образец записи в трудовой о приеме на работу
ответ на требование о заработной плате ниже мрот
надо ли облагать компенсацию за задержку зарплаты ндфл
отражение материальной помощи в расчете по страховым взносам
дивиденды в 2024 в 6-ндфл какие разделы заполнять
безопасная доля вычета ндс на 1 квартал 2024
как правильно лизинговые платежи отнести по налоговому учету
пояснения в ифнс по зарплате ниже среднеотраслевого уровня
пояснительная записка расхождение ндс и налог на прибыль
заполнение уведомление ип доходы за 1 квартал 2024
требование о предоставлении пояснений при камеральная проверка усн
перевод основных средств в малоценное оборудование бухгалтерский учет
страховые взносы ип 2024 как учесть при усн
капвложения на ремонт как отразить в учетной политике
налоговый учет рбп при переходе на фсбу 14
ндс с межценовой разницы при продаже основного средства
порядок обеспечения работников сиз положение пример локального акта
образец заявление о приеме на работу внешним совместителем
по какой форме сдавать рсв в 2024 году
надо ли подавать уточненные уведомления по страховым взносам
безопасная Доля вычетов по ндс 1 квартал 2024
резерв на ремонт ос в учетной политике бухучет
материальная выгода от экономии на процентах по займу
сроки подачи уведомления и оплаты налогов в 2024
может ли ип применять налог на профессиональный доход
как пересдать 6-ндфл если есть ошибки в справках
рсв за 1-й квартал 2024 года: кто отчитывается
ип усн какие уведомления подавать за 1 кв
страховые взносы по айти компаниям по повышенному тарифу
фиксированные взносы ип за себя в 2024 году
срок оплаты ндфл за ип за 2023 год
сроки уплаты усн за 2023 год для ип
отпуск за свой счет нужно ли сдавать сзв-тд
как проверить 6-ндфл за 1 квартал 2024 года
лимиты и ограничения для усн на 2024 год
решение об одобрении или о совершении крупной сделки
как платить ндфл с займа за физ лицо
какие проводки оплачен пени по налогу на прибыль
может ли ип переводить деньги на свой счет
налог на прибыль с дивидендов сроки подачи уведомления
что делать с ос после окончания начисления амортизации
образец платежного поручения при перечислении дивидендов физическому лицу
сроки уплаты авансового платежа на землю для организаций
как составить бухгалтерские справки для расчетов с работниками
когда подать уведомление за 1 кв по усн
код вида дохода в 3-ндфл для физических лиц
порядок предоставления уведомлений по ндфл в 2024 году
как отразить ндфл с дивидендов в 6-ндфл 2024
как заполнить 6-ндфл за 1 квартал 2024 год
ефс-1 2024 подраздел 2.3 за 1 квартал заполнение
расчет по страховым взносам за 1 квартал 2024
порядок признание расходов на оплату труда при усн
порядок заполнения стр. 160 раздел 2 расчета 6-ндфл
порядок заполнения стр. 170 раздел 2 расчета 6-ндфл
порядок заполнения стр. 140 раздел 2 расчета 6-ндфл
имущество внесено как вклад как отразить для ну
отчетность физ лица по участию в иностранной компании
какие чеки принимаются к зачету по авансовым отчетам
письмо о том что ип работает без печати
дополнение в учетную политику на 2022 образец скачать
дополнение в учетную политику на 2022 образец скачать
дивиденды в отчете 6-ндфл за 1 кв.2024 года
в какой срок можно принять ндс к вычету
пример учетной политики для целей бухгалтерского учета 2024
как отчитаться по ефс-1 при приеме на работу
как учесть расходы на информационно справочные системы главбух
6-ндфл 1 квартал 2024 образец b расшифровка строк
1 квартал 2024 года декларация по ндс Бланк
как заполнить декларацию по ндс при восстановлении налога
срок предоставления налогового вычета по ндфл на детей
образец заполнения 6-ндфл за 1 кв 2024 года
как вести учет агрохимии в новой фгис сатурн
срок полезного использования основного средства в бухгалтерском учете
расчет авансовых платежей по налогу на прибыль таблица
можно ли проверить 6-ндфл за 1 кв.2024 года
образец учетной политики на усн при объекте доходы
справка 2-ндфл сотруднику совпадает со справкой в 6-ндфл
по какой причине могут исключить из реестра мсп
учетная политика для целей бухучета при усн образец
начислении разовой премии руководителю усн доходы минус расходы
налог на прибыль для организации с обособленными подразделениями
по договору гпх какие налоги и взносы платить
налог на прибыль как заполнить в 1 квартале
пример заполнения 6-ндфл за 1 кв 2024 года
раздел 4 книги доходов и расходов при усн
патент ип на сдачу в аренду ульяновская область
нужно ли сдавать уведомление по взносам за март
ответ на требование об увеличении расходов по усн
кто платит авансовые платежи по налогу на прибыль
как посчитать налог усн при работе с маркетплейсами
сзв-м тд когда подавать отпуск с последующим увольнением
заполнение 3-ндфл при продаже доли в уставном капитале
отпуск в мае, как правильно посчитать дни ?
какой ОКВЭД выбрать для сдачи в аренду скважины
расчет среднего заработка для назначения пособий по безработице
если работал удаленно но больничный от фсс полагается
усн комиссионное вознаграждение в книге доходов и расходов
образец заполнения больничного листа работодателем в 2024 году
образец приказа на право второй подписи ген директору
Бланк уведомления по усн авансы за 1 квартал
камеральная проверка срок декларации по расчетам страховых взносов
зачете иностранного налога в целях налога на прибыль
уведомление ип усн за 1 квартал код периода
ответ в ифнс по расхождениям по транспортному налогу
коды периодов в уведомлении по ндфл в 2024
уведомление об исчисленных суммах налогов в 2024 году
пояснение в налоговую в связи с техническим сбоем
учетная политика на 2024 год для Малых предприятий
как составить и сдать декларацию 3-ндфл для адвокатов
календарь отчетности на 2024 год по основным налогам
Бланк уведомления об открытии счета в иностранном банке
в каких случаях пересматривается срок полезного использования нма
как заполнить строку 120 6-ндфл за 1 кв.2024
документы в налоговую при продаже земли физическим лицом
что делать при утрате права на применение усн
налоговая декларация по налогу на прибыль обособленного подразделения
запись в трудовой на переход на электронную трудовую
как отразить корректировку от поставщика в книге продаж
ндфл по договору гпх перечислять в единые сроки?
новая форма книги учета доходов и расходов применение
при возврате аванса как вычесть ндс с предоплаты
образец 3-ндфл по имущественному вычету при покупке жилья
как уменьшить усн и патент на страховые взносы
облагается ли выплата по больничным листам страховыми взносами
по каким строкам баланса отражаются расходы будущих периодов
безопасная Доля вычетов по ндс 1 квартал 2024
ип на усн как считать доход с маркетплейсов
перевод займа в вексельное обязательство проценты как учитывают
поступление нма в качестве вклада в уставный капитал
пояснения в налоговую к корректирующей декларации по прибыли
будут ли штрафовать за непредоставление уведомлений по енп
безопасная Доля вычетов ндс 1 квартал 2024 года
форма заявления на выдачу электронной подписи в налоговой
заявление о получении расчетного листка на электронную почту
как определить срок амортизации если нет амортизационной группы
как выплачивать компенсацию гсм сотруднику с разъездным характером
какая ставка налога по усн (доходы) в санкт-петербурге
декларация по налогу на прибыль 1 кв 2024
ндфл от аренды у физического лица в 6-ндфл
переход с усн на осн расходы будущих периодов
подача уведомлений в 2024 году по транспортному налогу
больничный по уходу за ребенком во время отпуска
проценты по займам в 6-ндфл за 1 квартал
образец заверения копии трудовой книжки для внешнего пользования
образец заверения копии трудовой книжки для внутреннего пользования
ндфл если командировочные расходы за счет чистой прибыли
возмещение сотруднику расходов связанных с прохождением медосмотр ндфл
сроки уплаты налогов и взносов на 2024 год
образец заявления на патент при легковых перевозках людей
кто может внести деньги на расчетный счет предпринимателя
инструкция по заполнению 6-ндфл за 1 кв. 2024
образец договор с сотрудником о неразглашении коммерческой тайны
нужно подавать уведомление по страховым взносам за март
компенсация за ремонт арендованного имущества льгота по ндс
пониженные ставки усн доходы в 2024 году москва
как учесть расходы на приобретение материалов при усн
сроки уплаты налог по усн за 2023 год
размер страховых взносов на несчастные случаи по ОКВЭД
нужно ли ип подавать уведомление по налогу усн
как отражать в декларации по ндс операции общепита
уменьшение усн на страховые взносы ип в 2024
возражения на сообщение налоговой об исчисленных суммах налогов
счет-фактура по запросу ифнс вне рамок налоговых проверок
какие организации становятся плательщиками авансов налога на прибыль
курсовые разницы на авансовые платежи на конец года
как заполнить уведомление по агентскому налогу на прибыль
какая ставка ндс при реализации шашлыка из курицы
уведомление для енп по усн если нет деятельности
налог на воздушное судно расчет для физических лиц
как ип на осно оформить авто в лизинг
расхождения по декларации ндс и налогу на прибыль
уведомление по усн за 1 квартал 2024 срок
нужно ли подавать уведомление по авансу по усн
подтверждение по оквэд по обособленному подразделению нужно подавать?
нужна ли прописка белоруса при приеме на работу
предварительный медицинский осмотр перед приемом на работу налогообложение
материальная помощь при смерти близкого родственника и ндфл
доп соглашения к трудовому договору при индексации окладов
нужно ли ип подавать уведомление по усн доходы
безопасная Доля вычетов ндс на 1 квартал 2024
ндфл при увольнении в 2024 году срок оплаты
суточные в 2024 для разъездных сотрудников и ндфл
приказ о назначении ответственных за обращение с отходами
при возврате товара физлицу пробиваем чек возврат прихода
декларация по усн ип 2023 год срок сдачи
уменьшение уставного капитала дочерней организации по решению учредителя
журнал учета инструкций по охране труда для работников
календарь кадровика: какие отчеты сдавать в 2024 году
учет затрат на сертификацию компании добровольную в бухучете
налоговый расчет о суммах выплаченных иностранной организации доходов
ип налог по усн 6% за 2023 год
можно ли объединить два основных средства в одно
порядок хранения и доступа к первичным учетным документам,
классификатор профессий и должностей / код по ОКПДТР
что изменить в учетной политике на 2024 год
заявление на переход ип с усн на осно
что входит в доход сотрудника для расчета больничного
авансовые платежи выручка в месяц за 4 квартала
момент списания агентского ндс в расходы на усн
ндфл в 2024 году: расчет, уплата и отчетность
нужно ли платить транспортный налог если автомобиль гибридный
срок уплаты авансовых платежей по усн 2024 год
пониженные страховые взносы в 2024 году для мсп
декларация по усн за 2023 год. для ип
срок уплаты ндфл ип на осно за 2023г.
заявление на получение вычета по ндфл на ребенка
авансовые платежи по налогу на прибыль 1 квартал
учетная политика на 2024 для малого предприятия образец
безопасная Доля вычетов по ндс 1 кв 2024с
зачет страховых взносов по усн ип в 2024
код вида дохода в 3-ндфл за 2023 год
уведомление по усн по ип надо сдавать нулевое?
как рассчитать усн 6% при работе на маркетплейсах
законы субъектов рф о ставках налога при усн
расчет налоговой базы по ндфл ип на осно
форма отчетности рсв с 1 квартала 2024 года
как заполнить уведомление об исчисленных суммах страховых взносов
в какой срок можно заявить вычет по ндс
прощение долга по договору займа: как удержать ндфл
можно выплачивать заработную плату на счета третьих лиц
малое предприятие авансовые платежи по налогу на прибыль
налог на имущество по среднегодовой стоимости за 2024
запись об изменении фамилии в трудовую книжку замужество
книга ип на усн нужно сдавать в налоговую
уведомление по енп если нет начисленного налога усн
уведомление по страховым взносам 1 % с доходов
подавать ли уведомления при отсутствии аванса по усн
компания на усн должна платить налог на имущество
ставка ндфл с процентов по договору займа учредителю
контрольные соотношения для 6-ндфл за 1 квартал 2024
единая (упрощенная) налоговая декларация за 1 квартал 2024
кто платит налог на имущество организаций на усн
налог на имущество по средней стоимости в 2024
сроки перечисления ндфл с дивидендов в 2024 голу
расхождения в земельном налоге с ифнс как скорректировать
как перечислить ндфл при имущественном расчете с учредителями
закон москвы налоговая ставка по налогу на прибыль
подавать ли уведомление на страховые выплаты за март
уведомление по страховым взносам за март 2024 года
нужна ли уточненная декларация по корректировочной счет фактуре
требование земельный участок не использовался в предпринимательской деятельности
как учитывать доходы и расходы на усн расходы
заполнение расчета страховых взносах за 1 квартал 2024
переплата по ндфл в отчете 6-ндфл 2024 году
договор с физлицом гпх как платить налоги какие
в уведомлении нужно подавать усн за 2023 год
определение действительной доли при выходе участника из ооо
как заполнить уведомление по земельному налогу при переплате
расходы на участие в выставке приказ смета отчет
нужно ли подавать уведомление если нет налога усн
запись в трудовой книжке при увольнении генерального директора
как сделать переоценку основных средств по бухгалтерскому учету
уведомление по налогам 25 апреля какие налоги отражать
расчет авансовых платежей 1 квартал 2024 по усн
тарифы на услуги нотариуса применяемые в налоговом учете
ответ на требование по расхождениям 6-ндфл и рсв
срок подачи уведомления по ндфл в апреле 2024
как составить отчет 6-ндфл за 1 квартал 2024
получен доход по ценным бумагам ндфл декларация физлицо
подать уведомление на усн за 1 квартал ип
нужно отражать больничный за счет работодателя в перссведениях
как писать в уведомлении при усн отрицательное число
как учесть утилизацию шин с привлечением сторонней организации
Бланк декларации по усн ип за 2023 год
подается ли уведомление на авансовые платежи по прибыли
Доля вычета по ндс за 1 квартал 2024
учетная политика усн доходы минус расходы на 2024
реестр подтверждения 0 ставки при экспорте в еаэс
Доля вычетов за 1 квартал 2024 по ндс
чему равна сумма взносов по ип в 2024
аванс по налогу на имущество ооо на усн
декларация по прибыли за 1 квартал 2024 года
за сколько дней пишется заявление на ежегодный отпуск
как заполнить отчетный период в уведомлении по усн
форма 3-информ(мп) за 2023 год инструкция по заполнению
инструкция 6-ндфл за 1 кв. 2024 стр. 120
когда платить ндфл с дивидендов в 2024 году
отражение в учете страхование автомобиля каско по лизингу
книга доходов для ип на усн в 2024
резервы по сомнительным долгам по налогу на прибыль
как в договоре прописать обмен документами по эдо
порядок ведения выдачи денежных средств из кассы ип
как рассчитать налог на прибыль по обособленным предприятиям
ак установить пониженные тарифы страховых взносов для мсп
расчет авансовых платежей по налогу прибыль по строкам
нужно ли уведомлять фнс о сделанном чеке коррекции
ндс при покупке электронных услуг в стране еаэс
справка о том что человек работает на предприятии
ответ налоговая на требование расхождение 6-ндфл и рсв
тсж на усн нужно ли платить налог на имущество
расхождение между доходами по усн декларация и форма 2
сообщение из налоговой об исчисленном транспортном налоге как ответить
как в бухгалтерском учете оформить продажу товара через посредника
где отразить продажу ос в отчете о финансовых результатах
срок сдачи декларации по налогу на прибыль за 1кв.2024
соглашение расторжения договора аренды нежилого помещения договор был зарегистрирован
что ставится в упд в строке документ об отгрузке
ндфл в 2024 году: даты доходов и сроки уплаты
выплаты на погребение от работодателя, работающего по договору гпх
как уволить директора при реорганизации предприятия в форме присоединения
в каких случаях могут отказать в вычете по ндс
запись в трудовой при увольнении при ведении электронной трудовой
как в 6-ндфл отразить услуга аренды у физического лица
оплата работнику, если вылет в командировку в выходной день
3-ндфл за 2022 год по договору инвестиции в недвижимость
заполнение отчета о финансовых результатах при продаже основного средства
книга учета доходов и расходов как представить в налоговую
нормы расхода топлива и смазочных материалов на автомобильном транспорте
что меняется в работе бухгалтера с апреля 2024 года
пособие на погребение в 2024 году заявление от родственников
как написать пояснение в налоговую об уменьшение ндс причины
форма декларации по усн доходы минус расходы за 2023
нужно ли платить ндфл при выходе участника из общества
как посчитать средний заработок для расчета пособия по безработице
можно ли оформлять путевой лист один на весь месяц
отражение приобретения основных средств при усн доходы минус расходы
в какой срок организация обязана выплатить по больничному листу
выход участника из ооо, расчеты имуществом: проводки и налоги
по шестому сроку перечисления ндфл за 1 кв 2024
