Unnamed: 0	Query	UserId	Len	isPopular	isContainsPromoLead	moduleId	groupId	docName	Snippet	DocNameSnippet	isEtalon	searchType	begDate	versionDate	position	id	anchor	score	MouseRelevant	MouseScore
87	Учёт подписных изданий	21115962	3	False	False	12	1475816	Как отразить в бухучете расходы, связанные с подпиской на электронные периодические издания	Во втором случае для целей бухучета нематериальные активы, полученные в пользование, учитываются на забалансовом счете в оценке, установленной договором ( п. 39 ПБУ 14/2007 ). План счетов не предусматривает отдельного забалансового счета для учета нематериальных активов, полученных в пользование. Поэтому организации нужно самостоятельно открыть забалансовый счет и закрепить это в учетной политике для целей бухучета. Например, счет 012 Электронные подписные издания .	Как отразить в бухучете расходы, связанные с подпиской на электронные периодические издания. Во втором случае для целей бухучета нематериальные активы, полученные в пользование, учитываются на забалансовом счете в оценке, установленной договором ( п. 39 ПБУ 14/2007 ). План счетов не предусматривает отдельного забалансового счета для учета нематериальных активов, полученных в пользование. Поэтому организации нужно самостоятельно открыть забалансовый счет и закрепить это в учетной политике для целей бухучета. Например, счет 012 Электронные подписные издания .	False	Unknown		0	1	315150	bssPhr97	91.5936	Правда	0.9654248952865601
88	Учёт подписных изданий	21115962	3	False	False	16	74628	Как списать общепроизводственные и общехозяйственные расходы	Общепроизводственными признают расходы, которые косвенно связаны с производством, а общехозяйственными – расходы по управлению всей организацией. В рекомендации – что относится к общепроизводственным и общехозяйственным расходам, как  учесть в бухучете , как отразить подписку на электронные издания . Также узнаете, как распределять и списывать общие расходы и как их учитывать , если нет деятельности.	Как списать общепроизводственные и общехозяйственные расходы. Общепроизводственными признают расходы, которые косвенно связаны с производством, а общехозяйственными – расходы по управлению всей организацией. В рекомендации – что относится к общепроизводственным и общехозяйственным расходам, как  учесть в бухучете , как отразить подписку на электронные издания . Также узнаете, как распределять и списывать общие расходы и как их учитывать , если нет деятельности.	False	Unknown		0	2	73007		59.09693	Правда	0.9642611145973206
89	Учёт подписных изданий	21115962	3	False	False	16	74408	Как отразить госпошлину в бухучете	Порядок отражения госпошлины на счетах учета затрат зависит от причин, по которым она была уплачена. Подробный порядок учета рассмотрим ниже.	Как отразить госпошлину в бухучете. Порядок отражения госпошлины на счетах учета затрат зависит от причин, по которым она была уплачена. Подробный порядок учета рассмотрим ниже.	False	Unknown		0	3	71364	bssPhr10	36.887913	Ложь	0.8770850300788879
90	тн верное оформление	21112850	3	False	False	12	97724170	Нужно ли в уведомлении об остатках прослеживаемых товаров указывать код ТН ВЭД ЕАЭС	Коды ТН ВЭД ЕАЭС и ОКПД2 указывают в уведомлении об остатках в строках 11 и 12 соответственно. Этим двум реквизитам присвоен признак обязательности НКУ ( табл. 4.10 приложения 11 к приказу ФНС от 08.07.2021 № ЕД-7-15-645 ).	Нужно ли в уведомлении об остатках прослеживаемых товаров указывать код ТН ВЭД ЕАЭС. Коды ТН ВЭД ЕАЭС и ОКПД2 указывают в уведомлении об остатках в строках 11 и 12 соответственно. Этим двум реквизитам присвоен признак обязательности НКУ ( табл. 4.10 приложения 11 к приказу ФНС от 08.07.2021 № ЕД-7-15-645 ).	False	Unknown		0	1	491497	bssPhr373	28.836893	Ложь	0.8686684370040894
91	тн верное оформление	21112850	3	False	False	86	3179951	Как правильно оформляют дубликат листка нетрудоспособности (больничного)	Взамен испорченного бланка медучреждение оформляет на бумажном носителе или направляет сведения в СФР на дубликат в электронном виде листка нетрудоспособности. Дубликат больничного листка может быть выдан только на основании решения врачебной комиссии. Бумажный дубликат должен быть подписан председатель врачебной комиссии, электронной усиленной квалифицированной электронной подписью председателя врачебной комиссии медицинской организации (п. 67 , 76 Условий и порядка, утв. приказом Минздрава от 23.11.2021 № 1089н ).	Как правильно оформляют дубликат листка нетрудоспособности (больничного). Взамен испорченного бланка медучреждение оформляет на бумажном носителе или направляет сведения в СФР на дубликат в электронном виде листка нетрудоспособности. Дубликат больничного листка может быть выдан только на основании решения врачебной комиссии. Бумажный дубликат должен быть подписан председатель врачебной комиссии, электронной усиленной квалифицированной электронной подписью председателя врачебной комиссии медицинской организации (п. 67 , 76 Условий и порядка, утв. приказом Минздрава от 23.11.2021 № 1089н ).	False	Unknown		0	2	555076	bssPhr178	27.61738	Правда	0.9550310373306274
92	тн верное оформление	21112850	3	False	False	86	66439510	Как правильно оформить сотрудникам простой из-за кризиса	1. Особенности оформления кадровых документов о простое и отражения в отчетности сотрудников в простое	Как правильно оформить сотрудникам простой из-за кризиса. 1. Особенности оформления кадровых документов о простое и отражения в отчетности сотрудников в простое	False	Unknown		0	3	573829	bssPhr172	27.390497	Ложь	0.9146401286125183
93	срок выплаты командировочных	3224990	3	False	False	16	74047	Как оплатить пребывание в командировке штатного сотрудника	Если у сотрудника разъездной характер работы, в таком случае служебные поездки нельзя назвать командировками . Это поездки, связанные с основной работой сотрудника. Командировка – это разовая поездка на определенный срок , в которой он выполняет служебное поручение вне места постоянной работы. Оплачивать поездки, связанные с разъездным характером работы, нужно по правилам статьи 168.1 ТК. Кроме того, условие о разъездном характере работы должно быть в трудовом договоре. Это следует из абзаца 8 части 2 статьи 57 и статьи 168.1 ТК.	Как оплатить пребывание в командировке штатного сотрудника. Если у сотрудника разъездной характер работы, в таком случае служебные поездки нельзя назвать командировками . Это поездки, связанные с основной работой сотрудника. Командировка – это разовая поездка на определенный срок , в которой он выполняет служебное поручение вне места постоянной работы. Оплачивать поездки, связанные с разъездным характером работы, нужно по правилам статьи 168.1 ТК. Кроме того, условие о разъездном характере работы должно быть в трудовом договоре. Это следует из абзаца 8 части 2 статьи 57 и статьи 168.1 ТК.	False	Unknown		0	1	133197	bssPhr13	110.16429	Ложь	0.8863441944122314
94	срок выплаты командировочных	3224990	3	False	False	16	74050	Как оформить и выплатить суточные по командировке	Ведь может сложиться ситуация, когда по приказу учреждение обязано выплатить суточные в увеличенном размере, а по факту на это нет средств, например нет доходов от платной деятельности. Давать распоряжение на выплату суточных в повышенном размере за счет данных источников целесообразно отдельными приказами по каждой командировке .	Как оформить и выплатить суточные по командировке. Ведь может сложиться ситуация, когда по приказу учреждение обязано выплатить суточные в увеличенном размере, а по факту на это нет средств, например нет доходов от платной деятельности. Давать распоряжение на выплату суточных в повышенном размере за счет данных источников целесообразно отдельными приказами по каждой командировке .	False	Unknown		0	2	128440	bssPhr22	81.514725	Ложь	0.8958566188812256
95	срок выплаты командировочных	3224990	3	False	False	86	10972454	В какой момент нужно удержать НДФЛ с суммы сверхнормативных суточных, выплаченной командированному сотруднику	Допустим, организация выплатила сотруднику сверхнормативные суточные . Тогда у сотрудника возникает доход для целей НДФЛ. Доход признается на последний день месяца, в котором утвержден авансовый отчет , после возвращения сотрудника из командировки . Так предусмотрено подпунктом 6 пункта 1 статьи 223 НК.	В какой момент нужно удержать НДФЛ с суммы сверхнормативных суточных, выплаченной командированному сотруднику. Допустим, организация выплатила сотруднику сверхнормативные суточные . Тогда у сотрудника возникает доход для целей НДФЛ. Доход признается на последний день месяца, в котором утвержден авансовый отчет , после возвращения сотрудника из командировки . Так предусмотрено подпунктом 6 пункта 1 статьи 223 НК.	False	Unknown		0	3	545614		79.30842	Правда	0.9112743139266968
96	Спасибо Вам большое!	2754921	3	False	False	86	59368920	Как пояснить высокий удельный вес вычетов по НДС	Когда доля вычетов превышает пороговое значение либо среднюю долю по региону, но вы не готовы пояснять расхождения, вы вправе подать уточненную декларацию . Вычеты можно перенести на более поздние кварталы или заявлять их частями . Проверьте право на перенос, так как не все вычеты можно отложить, вычет можно перенести на срок не более трех лет.	Как пояснить высокий удельный вес вычетов по НДС. Когда доля вычетов превышает пороговое значение либо среднюю долю по региону, но вы не готовы пояснять расхождения, вы вправе подать уточненную декларацию . Вычеты можно перенести на более поздние кварталы или заявлять их частями . Проверьте право на перенос, так как не все вычеты можно отложить, вычет можно перенести на срок не более трех лет.	False	Unknown		0	1	556838	bssPhr62	47.333096	Ложь	0.8318913578987122
97	Спасибо Вам большое!	2754921	3	False	False	86	71799008	Какие документы и копии документов нельзя хранить в личном деле	Чтобы избежать штрафа, храните копии документов, пока не достигли цели, для которой их снимали. Документы, которые вам больше не нужны, унич тожьте. Например, если в деле осталась копия справки о рождении ребенка, а пособие уже выплатили. Срок 30 дней с даты, когда достигли цели обработки данных (информация Роскомнадзора от 25.09.2015 ).	Какие документы и копии документов нельзя хранить в личном деле. Чтобы избежать штрафа, храните копии документов, пока не достигли цели, для которой их снимали. Документы, которые вам больше не нужны, унич тожьте. Например, если в деле осталась копия справки о рождении ребенка, а пособие уже выплатили. Срок 30 дней с даты, когда достигли цели обработки данных (информация Роскомнадзора от 25.09.2015 ).	False	Unknown		0	2	644867	bssPhr78	36.472057	Ложь	0.9008983969688416
98	Спасибо Вам большое!	2754921	3	False	False	16	98028414	Как выбрать распорядок дня и успевать вдвое больше	Все изменилось, когда я узнал о теории американского ученого Майкла Бреуса. Его подход позволяет каждому человеку узнать свой хронотип и понять, чем ему лучше заниматься в определенное время суток. Я попробовал: построил расписание на день, которое соотносится с моими биологическими часами. Теперь успеваю сделать даже больше , чем запланировал, и при этом почти не устаю. Узнайте, какое расписание поможет вам без труда успевать вдвое больше каждый день.	Как выбрать распорядок дня и успевать вдвое больше. Все изменилось, когда я узнал о теории американского ученого Майкла Бреуса. Его подход позволяет каждому человеку узнать свой хронотип и понять, чем ему лучше заниматься в определенное время суток. Я попробовал: построил расписание на день, которое соотносится с моими биологическими часами. Теперь успеваю сделать даже больше , чем запланировал, и при этом почти не устаю. Узнайте, какое расписание поможет вам без труда успевать вдвое больше каждый день.	False	Unknown		0	3	125131	bssPhr4	34.881195	Ложь	0.8550254106521606
99	работа с 1с	2721211	3	False	False	16	102656970	« 1С »: рекомендации и кейсы компаний из журналов Системы	В сборнике – актуальные статьи о практике использования платформы « 1С » в компаниях. Рекомендации о работе в « 1С » регулярно публикуют журналы «Главбух» и «Финансовый директор». Для вашего удобства мы собрали самые свежие статьи по использованию « 1С » для разных целей и примеры успешных кейсов коллег в одном сборнике.	« 1С »: рекомендации и кейсы компаний из журналов Системы. В сборнике – актуальные статьи о практике использования платформы « 1С » в компаниях. Рекомендации о работе в « 1С » регулярно публикуют журналы «Главбух» и «Финансовый директор». Для вашего удобства мы собрали самые свежие статьи по использованию « 1С » для разных целей и примеры успешных кейсов коллег в одном сборнике.	False	Unknown		0	1	129887		143.52422	Правда	0.9608449935913086
