Query	ChatId	UserId	ChatQ	BotAnswer	BotHelp	Sys
изменения с 1 июля	11666436	725636	1	0	0	БСС
Здравствуйте. дата выдачи патента иностранцу 1.06.2023. в какой срок по истечении года он должен предоставить новый паетнт?	11666459	12481241	1	0	0	БСС
Добрый день. Подскажите, как ИП ( УСН 15% доходы- расходы) рассчитать 1% с превышения 300000 руб.	11666478	12240005	1	0	0	БСС
Добрый день	11666444	2696816	1	1	0	БСС
На поставку ТМЦ не заключен договор. Каким считать срок поставки после оплаты за данный ТМЦ.	11666457	20613790	1	1	0	БСС
Спасибо!	11666463	19282547	1	1	1	БСС
здравствуйте! нужно ли решение учредителя если генеральный директор отправляется в отпуск?	11666471	8573417	1	1	0	БСС
Здравствуйте. Как правильно заполнить табель учета рабочего времени за месяц, если график сутки через трое, без предоставления времени на обеденный перерыв. Пожалуйста пришлите образец заполнения на месяц форм Т-12.	11666455	2759360	1	0	0	БСС
Добрый день, есть ли различия в сроках полезного использования амортизационных групп в 2021 и 2024 году? интересуют объекты 330.28.93. Может, существуют сравнительные таблицы?	11666461	196437	1	0	0	БСС
Как расшифровывается 31/13 в уведомлении по ндфл?	11666466	13379006	1	1	1	БСС
Добрый день!	11666486	8768390	1	1	0	БСС
Добрый день! Нужен образец уведомления перехода на усн при регистрации ип	11666513	778248	1	1	1	БСС
здравствуйте	11666489	2030743	1	1	1	БСС
"Добрый день.
Хотелось бы получить информацию по учету беспроцентных займов между взаимозависимыми компаниями."	11666503	21003853	1	0	0	БСС
Добрый день!	11666510	22066228	1	1	0	БСС
"Здравствуйте. 23.10.2023 задавала такой вопрос ""Добрый день! ""Компания прекратила деятельность. Исключена из ЕГРЮЛ 26 октября 2022 года в связи наличием в ЕГРЮЛ сведений, в отношении которых внесена запись о недостоверности."" Является ли это основанием для списания дебиторской задолженности?"" 

© Материал из БСС «Система Главбух».
Подробнее: https://1gl.ru/#/recommendations/?of=copy-e8c111a706"	11666511	452199	1	0	0	БСС
ООО на ОСНО хочет строить здание, но земля и здание после постройки будет оформлено на физ.лицо. Может ли ООО делать такие расходы	11666550	17968849	1	0	0	БСС
Добрый день! Сотрудник,с разрешения работодателя, задержался на 1 день в месте командирования. День приходится на выходной. Проживание за этот день работник оплатил самостоятельно.Суточные не выплачивались. Облагается ли обратный билет взносами на травматизм? Спасибо.	11666518	4363723	1	0	0	БСС
Если самозаняты превысил лимит, то как ему перейти на усн?	11666525	8857470	1	1	0	БСС
"как удержать при увольнении сотрудника сумму на его обучение? в трудовом договоре пункт есть ""Согласно п.п. 2.2.11.""В случае увольнения до истечения 1 (одного) года после окончания обучения, Работник обязан возместить затраты, понесенные Работодателем на его обучение, пропорционально фактически не отработанному времени после обучения """	11666543	20654786	1	1	0	БСС
сервисы по первичке	11666534	20864208	1	0	0	БСС
"Можно уточнить какой вид дохода в справке 2-НДФЛ необходимо указать при выплате ""авторского вознаграждение за создание НМА"" в рамках трудового договора"	11666544	222690	1	1	0	БСС
Добрый день. В настоящее время сотруднику организации (совместителю) выплачивается компенсация за использование его автомобиля в интересах организации-1200,00. Подскажите пожалуйста, как безопасно оформить его автомобиль в аренду. Какие подводные камни могут возникнуть при этом? .Заранее благодарю.	11666538	4185804	1	0	0	БСС
как подобрать амортизационную группу (трактор)?	11666547	1894643	1	1	0	БСС
"Добрый день! Заключили договор уступки, по которому к нашей компании переходит от компании ""Х"" право выполнить проектные работы для Заказчика и получить за работу оплату. Стоимость уступки 20 тыс. руб. с НДС. Вопрос: как в бухгалтерском и налоговом учете отразить стоимость уступки?"	11666557	6159088	1	0	0	БСС
Здравствуйте! Может ли участник ООО (физ.лицо) выйти из состава учредителей без продажи своей доли? И какие налоговые последствия?	11666570	4189419	1	1	0	БСС
СЗВ-СТАЖ, ген.дир. он же учредитель в 2021 году сдавала по нему СЗВ-М, как на учредителя, но он не был оформлен в организации, оформился по труд.договору он только в июле 2021, соответственно сзв-стаж сдала по нему с июля по декабрь, теперь расхождения по сзв-м и сзв-стаж, сдавать уточненку или писать письмо, есть ссылка на законодательство, как правильно	11666573	6909171	1	0	0	БСС
Как правильно заполнить табель учета рабочего времени если сотрудник работает половину нормы рабочего времени?	11666566	2826937	1	0	0	БСС
перевод сотрудника на другую должность с повышением оклада, какую отчетность нужно сдать	11666559	6806000	1	0	0	БСС
Т.е при безвозмездной передаче несырьевых товаров НДС к возмещению можно подавать?	11666584	13990297	1	1	0	БСС
Добрый день! При наделении сотрудника правом подписывать кадровые документы (по доверенности), в приказах на увольнение/прием/отпуск ставим подписанта на кого возложили обязанности и указываем о доверенности №дата или оставляем директора, но подписывает сотрудник с правом подписи?	11666564	16462030	1	0	0	БСС
Добрый день! Расходы на медицинские услуги по сотрудникам уменьшают налог на прибыль?	11666568	17091416	1	1	1	БСС
Добрый день. Подскажите пожалуйста, как провести использование облачного сервиса 1С в НУ и БУ ?	11666571	2988193	1	0	0	БСС
Добрый день, договор ГПХ - отчет Персонифицированные сведения о физических лицах НАДО СДАВАТЬ ЕСЛИ НЕ БЫЛО ВЫПЛАТЫ ?	11666576	11193033	1	0	0	БСС
"Добрый день! 
Подскажите ставки НДФЛ с заработной платы работника в 2 случаях:
1. Работник - налоговый нерезидент РФ. Работает в организации по дистанционному трудовому договору, в котором указано место работы - г. Москва.
2. Работник - налоговый нерезидент РФ. Работает в организации по обычному трудовому договору с рабочем местом в офисе г. Москва."	11666613	8524109	1	0	0	БСС
налоговая реформа	11666598	9295125	1	1	1	БСС
поставщик доставляет товар почему важно оформить товарно-транспортную накладную	11666608	3067289	1	1	0	БСС
В компании открыли зарплатный проект, нужно ли что-то подписывать с сотрудниками? Нужно ли делать ЛНА?	11666603	419583	1	0	0	БСС
Добрый день! Как правильно перевести генерального директора на другую должность?	11666611	878215	1	1	1	БСС
трудовой или гпд	11666666	2672743	1	1	1	БСС
Да, я подожду, большое спасибо	11666659	18942747	1	0	0	БСС
Организация обязана все утилизировать, что списыват и через какое время?	11666640	19212344	1	1	1	БСС
Сбербанк перечисляет денежные средства за компанию, черрез кредитный договор. В назначении платежа указывает платеж по внутрероссийскому аккредитиву, Данное ООО запросила авансовую счет-фактуру на данную сумму, можем ли мы ее им выписать?	11666629	1904053	1	0	0	БСС
Добрый день. ИП без сотрудников неправильно подал уведомление по страховым взносам ( 1% с выше 300 тыс.) за 2023 г. Подал 01 апреля. Вопрос , как подать корректирующее уведомление?	11666634	9699784	1	0	0	БСС
Добрый день, может ли ИФНС запросить подтверждение места продивания, если ИП прописан в решионе в пониженной ставкой по УСН?	11666646	21183356	1	0	0	БСС
Добрый день! Срок отправки уведомления о получении требования составляет 6 раб.дн. Нужно отсчитывать эти дни с даты требования или со следующего дня?	11666663	551650	1	1	0	БСС
Добрый день! Подскажите пож-та какой Срок проведения камеральной проверки согласно НК РФ по декларации 6-ндфл за полугодие.	11666651	5719007	1	1	0	БСС
Добрый день. ООО работает в г. Краснодар. Подала исковое заледенение в суд г. Москва и оплатила гос пошлину с расчетного счета . В иске отказано. Как и где ООО может забрать оплаченную гос. пошлину.	11666660	21916831	1	0	0	БСС
Добрый день! В чем разница в кадровом переводе и совмещении на время отпуска? В каких случаях применяется перевод, а в каких совмещение?	11666673	5013305	1	0	0	БСС
а в рамках ЕАЭС	11666662	5762616	1	0	0	БСС
Добрый день. Сопоставление отчета о финансовых результатах с декларацией по налогу на прибыль	11666704	2977794	1	1	0	БСС
Добрый день!	11666677	21681657	1	1	0	БСС
Добрый день. Подскажите, возможно это аудитору лучше задать вопрос - ИП на УСН, у него недвижимость, приобреталась годами, но сейчас выросла кадастровая стоимость. На УСН лимит ОС - 150млн - если считать по кадастру ИП слетает, но куплено давно за другие деньги. Как правильно считать стоимость ОС. Тем более что ИП не обязан вести бухгалтерский учет. следовательно не переоценивал эти объекты	11666680	6225390	1	0	0	БСС
Добрый день, можно ли уменьшить ндфл к уплате при реализации земельного участка, полученного по договору дарения не от близкого родственника, на расходы, понесенные при получении. А именно на сумму уплаченного ндфл	11666721	659745	1	0	0	БСС
Подскажите пожалуйста, есть ли шаблон, что бы правильно ответить на требование. По поводу того, что самозанятого признали работником. Все отчеты мы сдали.	11666687	9559562	1	0	0	БСС
подскажите, купили основное средство которое сейчас не используем, просто купили заранее. На какой счет его отнести на 08 или на 01?	11666692	20530128	1	0	0	БСС
Здравствуйте пришлите пожалуйста форму Декларации по УСН за 2023 год	11666706	1842220	1	1	1	БСС
Возможно ли сдача налоговой декларации, при недостоверности адреса у ООО?	11666700	5582557	1	0	0	БСС
Добрый день. Подскажите пожалуйста, до какого возраста требуется согласие родителей при трудоустройстве несовершеннолетних?	11666705	5402562	1	1	0	БСС
больничный лист. ФСС прислало запрос сведений. Оказалось, что сотрудник работал внешнем совместителем в другой организации. Справку не предоставил. Как рассчитать больничные?	11666775	7877444	1	1	0	БСС
Когда иностранец становится резидентом?	11666710	3061222	1	0	0	БСС
Добрый день!	11666718	139569	1	1	0	БСС
Добрый день. У нашей фирмы есть в лизинге автомобиль, в ближайшее время мы хотим его закрыть, с помощью третьего юр.лица. Выкупной стоимости не предусмотрено по договору. Подскажите, пжл, алгоритм действий. И как рассчитать стоимость при переуступке 3-му лицу, чтобы не было претензий со стороны проверяющих органов?	11666743	22003796	1	0	0	БСС
по ЕАЭС прежний порядок - сканы подтверждающих документов?	11666678	5762616	1	0	0	БСС
Добрый день.УПД контрагенту по эдо выставляем в формате pdf. может ли ИФНС отказать контрагенту в вычете ?	11666728	1717064	1	0	0	БСС
"Добрый день! У Поставщика закупаем кислород в баллонах. В УПД в наименовании товара кислород в единице измерения м3, а так же ""Аренда баллонов"" 5 шт , указана дата с 18.06.2024-24.06.2024, 7 суток, цена за сутки и итого сумма за кислород и аренду баллонов. Как отразить такой факт хозяйственной жизни (покупку ТМЦ и аренду) в учете?"	11666726	20043835	1	0	0	БСС
Добрый вечер.	11666742	132193	1	1	0	БСС
Добрый день!	11666746	4514822	1	1	0	БСС
МОЖНО ли в Договоре об оказании услуг (между нашей организацией и фи.лицом, нерезидент) от 29 января 2024, например, указать, что срок выполнения рбот с 25 января 2024 ? Т.е. начинается РАНЬШЕ даты заключения договора...	11666761	2940746	1	0	0	БСС
Спасибо. Все понятно.	11666739	19053683	1	1	1	БСС
Здравствуйте! Подскажите, пожалуйста, по какой ставке НДС будет облагаться товар - детские сумки?	11666745	4646077	1	1	0	БСС
Здравствуйте! организация ООО делает платеж в Департамент финансов, какое указывать значение в поле 101? спасибо	11666752	1635337	1	0	0	БСС
Добрый день, помогите найти материал на тему Бухучет с проводками в религиозной организации	11666757	421163	1	0	0	БСС
Можно ли принять к расходу при усн если сотрудник не привез из командировки акт о проживании оригинал, есть только копия и копия чека на предоплату, бронирование отеля	11666785	1796716	1	0	0	БСС
Получили материалы, которые нужно вернуть	11666787	18803363	1	0	0	БСС
Поняла. спасибо.	11666736	18942747	1	0	0	БСС
Добрый день, ИП открыли в ноябре 23г. за 23г. ему необходимо полностью платить налог за себя или пропорционально месяцам ?	11666770	2545513	1	0	0	БСС
Может ли ИП принимать выручку на личную карты	11666771	9598231	1	0	0	БСС
добрый день	11666790	582864	1	0	0	БСС
День добрый! ИП на патенте. Купили пресс для работы. Как провести его?	11666796	217055	1	0	0	БСС
Добрый день! Может ли организация принять решение начислять резерв под обесценение запасов не единовременно в момент проведение проверки на обесценение, а равномерно в течение определенного периода после проведения проверки?	11666784	13215062	1	1	0	БСС
Кто оплачивает больничный лист и подает сведения о среднем заработке внешнему совместителю?	11666798	5190600	1	0	0	БСС
Добрый день! ООО (УСН 15%)сделала текущий ремонт арендованного офиса. Исполнитель ИП составил договор с общей стоимостью услуг без расшифровки по видам работ. Может ли ООО учесть договор без расшифровки работ в расходах по налогу УСН?	11666791	2801167	1	0	0	БСС
Добрый день! ООО на ОСНО. Для освобождения от НДС по ст 145 НК РФ как считать выручку? Это сумма поступлений в кассу/на р/с. Или сумма всех реализаций (и оплаченные и неоплаченные покупателями).	11666824	909590	1	1	0	БСС
Коллеги, добрый вечер, вопрос такого плана. Организация заключила договор с самозанятым на месяц , после окончания , планирует его брать в штат как обычного сотрудника ( физ.лицо) , правомерно ли это ?	11666806	20528108	1	0	0	БСС
Должны ли организация на УСН в стадии банкротства платить налог на имущество?	11666818	19127607	1	1	1	БСС
Добрый день!	11666872	195512	1	1	0	БСС
налоговая реформа 2025	11666819	18599223	1	1	1	БСС
Добрый день! Мои вопросы готовы?	11666822	500683	1	0	0	БСС
Добрый день!	11666826	109481	1	1	0	БСС
Подскажите,пжл,а можно ли без указания характеристик авто написать доверенность	11666850	3746301	1	1	1	БСС
Можно ли включить в стоимость ОС % по кредиту, которые брали на покупку ОС?	11666844	7902499	1	1	1	БСС
добрый день	11666860	7766706	1	0	0	БСС
может ли договор гпх быть бессрочным?	11666843	12481241	1	0	0	БСС
Добрый день. ООО на ОСНо продала автомобиль физ лицу сумма до 200т.р. Попадает ли эта продажа в налоговую базу по ндс и декларацию	11666866	982562	1	0	0	БСС
Добрый день. По договору оказания услуг на производственной площадке оказывают услуги погрузки-разгрузки. уборки и т.д. Компания наниматель бесплатно кормит в своей столовой данных людей. Возможно ли принять данные расходы в налоговом учете? Должны ли удержать НДФЛ?	11666851	2405120	1	0	0	БСС
Сотрудница принята в январе 2024, у нее есть ребенок-инвалид. В мае ей было предоставлено 3 дня дополнительного отпуска за ребенком инвалидом, сколько дней такого отпуска можно предоставить в июле чтобы не сотрудница не потеряла право накапливать дни отпуска?	11666875	6909705	1	0	0	БСС
Добрый день! Мы работаем на ОСНО, осуществляем строительно-монтажные работы. Подали в суд на покупателя о взыскании задолженности (по дополнительным работам которые Заказчик отказался принимать). Реализацию мы не проводили (КС2, сф не выставляли). Первый суд прошел, 30 января 2024 г. принял решение в нашу пользу, в решении было написано, что оно может быть обжаловано в течение 1 месяца со дня его принятия. Покупатель подал апелляцию в Арбитражный суд, который 01 марта рассмотрел ее и отклонил, т.е. решение первого суда оставил без изменения. В этом решении написано, что оно вступает в силу со	11666869	122512	1	0	0	БСС
добрый вечер	11666902	3485236	1	1	0	БСС
Добрый день! Наша компания работала с самозанятым (оказывал рекламные услуги), затем стал индивидуальным предпринимателем, т.к. превысил порог. В настоящее время мы планируем взять его в штат. Есть ли какие-то риски в дан	11666877	595047	1	0	0	БСС
сотрудник написал служебную записку на компенсацию расходов в следующем месяце, а чеки предоставил концом прошлого месяца. Допустимо ли провести авансовый отчет следующим месяцем?	11666883	12603763	1	0	0	БСС
спасибо!	11666894	21224750	1	0	0	БСС
Добрый день	11666923	310980	1	1	0	БСС
является ли маршрутная квитанция электронного билета бланком строгой отчетности?	11666911	20042919	1	1	0	БСС
Добрый день, Общество на УСН получила грант на создание оборудования в 2023году. В марте 2024 года был создан прототип оборудования, в производство еще не введен. Патент на исключительные права получены на физлицо (генеральный директор), пока подали заявление на получение патента на юрлицо (примерно получим через полгода). Все расходы по использованию гранта были отнесены на счет 08. Вопрос: Общество имеет право создавать НМА или когда получит патент и введен данный прототип в производсвто?	11666908	20959777	1	0	0	БСС
День добрый! Где почитать про налоги упрощенцам на 2025 год? что за уведомление нужно подать в налоговую, чтобы не было НДС?	11666925	881204	1	1	0	БСС
"Что скажете - по услугам, которые подпадают:

по пп. 2.1 (абзацы 4 и 5) п. 1 ст. 164 НК РФ

по пп. 3.1 (абзац 2) п. 1 ст. 164 НК РФ



при оказании транспортно-экспедиционных услуг при организации международной перевозки товаров (по странам ЕАЭС) без таможенной процедуры."	11666919	5762616	1	0	0	БСС
как подтвердить ставку 0 % при международных перевозках	11666929	5762616	1	0	0	БСС
а если 23 ноября открыто, то считать как полный месяц?	11666985	2545513	1	0	0	БСС
Добрый день ! Возможна ли замена годов для выплаты больничного сотруднику если он предыдущие 2 года до выплаты пособия не работал?	11666934	2613318	1	0	0	БСС
Здравствуйте! Скажите пожалуйста, нужно ли суммировать зарплату и дивиденды при расчете НДФЛ? Если зарплата и дивиденды по раздельности менее 5млн. а в сумме больше нужно применять ставку 15% с превышения суммарного дохода или по раздельности?	11666932	2989265	1	0	0	БСС
спасибо, все понятно	11666946	5582557	1	1	1	БСС
Налог за себя	11666937	2545513	1	0	0	БСС
налоги на собственное страхование	11666939	2545513	1	0	0	БСС
Здравствуйте!	11666938	938697	1	0	0	БСС
Добрый день. Можно ли установить самостоятельно процент северной надбавки в локальном акте с первого дня работы в районах крайнего севера, а также при командировке в эти районы? и включать в расходы в целях исчисления налога на прибыль.	11666943	5621991	1	0	0	БСС
срок предоставления уведомления по НДФЛ с 23.06 по 30.	11666977	127419	1	1	0	БСС
Добрый день! ИП покупал у самозанятого щебень. Вопрос: какие закрывающие документы должен выдать самозанятый при отгрузке щебня? кроме чека, должна ли быть накладная или акт выполненных работ?	11666952	20604399	1	1	1	БСС
Добрый день! Подскажите, пожалуйста, какую статью затрат будет корректно установить для отражения услуг по спецоценке условий труда?	11666969	22090935	1	0	0	БСС
Добрый вечер. Подскажите, пожалуйста, можно ли предварительно рассчитать стоимость патента - розничная торговля.	11667033	2351446	1	1	1	БСС
Подскажите пожалуйста прожиточный минимум в 2024году	11666973	7791686	1	0	0	БСС
Добрый день! Подскажите КБК для перечисления страховых взносов ИП в размере 1 процента с доходов свыше 300 000 руб за 2023год	11666957	1529218	1	1	1	БСС
Добрый день! Если взносы ИП за себя оплачены 9.01.24 за 23 год в законный срок, то можно их учесть при уменьшении налога УСН?	11666967	221632	1	1	1	БСС
а если сотрудник не писал заявление, я это увидела из документов -пришел больничный от ФСС...	11667009	938697	1	0	0	БСС
Добрый день. Когда начислять амортизацию по лизинговому имуществу в налоговом учете ?	11666988	8316132	1	0	0	БСС
Здравствуйте! Организации, применяющие УСН с 2025 года, как я видела в интернете, будут платить НДС, если доход за предыдущий год превысил 60 млн.рублей. Можете дать мне ссылку на это? Спасибо.	11666992	177982	1	0	0	БСС
Из этого следует, что перечисляю на кбк 18201061201010000510- енп, и уведомление подавать не нужно. Верно?	11667001	1529218	1	0	0	БСС
В каком году учесть взносы для себя ИП (доходы) на уменьшение налога УСН?	11666998	221632	1	0	0	БСС
Добрый день! Кто платит взносы на доходы сверх 300 тыс. Все ИП? Или кто без сотруников?	11667003	2437185	1	0	0	БСС
Добрый день .Сотрудник едет в командировку в Тбилиси. До командировки он получил аванс в рублях и поменял рубли на доллары . В командировки доллары на грузинские лари .По какому курсу делать перевод расходов ?	11667017	3836908	1	0	0	БСС
Здравствуйте. В организацию принят иностранный сотрудник из Узбекистана с патентом. Заявление в налоговую на уменьшение суммы налога на доходы на сумму уплаченных налогоплательщиком фиксированных авансовых платежей было подано, но положительный ответ был получен только через месяц. В течении этого месяца при выплате дохода иностранному сотруднику был удержан НДФЛ. Нужно ли вернуть ранее удержанный НДФЛ иностранному сотруднику? Как правильно заполнить уведомление по НДФЛ в случае возврата ранее удержанного НДФЛ иностранцу? Как возврат НДФЛ отразить в отчетности?	11667071	10289870	1	1	0	БСС
имеет ли право сотрудник находясь на больничном уйти в отпуск если не хватает дней отработки уйти в отпуск законно?	11667012	7766706	1	0	0	БСС
добрый вечер	11667014	16572261	1	1	0	БСС
спасибо	11667031	2545513	1	0	0	БСС
добрый день!	11667016	18200265	1	1	0	БСС
"Скажите, а можно, чтобы ответили ""письменно"" на мой вопрос?"	11667021	2989265	1	0	0	БСС
Подскажите пожалуйста в течение какого срока получатель аванса от нас обязан выставить в наш адрес авансовую счет-фактуру?	11667034	16811513	1	0	0	БСС
Добрый день подскажите у вас есть шаблоны трудового договора с иностранным гражданином?	11667023	2766331	1	0	0	БСС
Добрый день. подскажите пожалуйста, норма часов в июле 184 , у сотрудников 15 рабочих смен, как в таком случае распределяются часы? нельзя же ставить 13 часов смена, а если по 12 часов то нехватает 4 часа да нормы	11667032	2326900	1	1	0	БСС
спасибо, помогли!	11667035	5391738	1	1	1	БСС
здравствуйте, ИП уплатил фиксированные платежи в ПФ за 2024 год раньше срока, как их зачесть в вычеты по УСНО	11667051	6103832	1	0	0	БСС
Добрый день. С заказчиком заключен договор агентский где заказчик принципал, исполнитель агент.	11667040	18206144	1	0	0	БСС
Еще вопрос: в мая 2024 года оценщики сделали оценку акциям (у нас на балансе акции другой организации) и выдали заключение, что на 31..12.23 года акции дороже, чем на учете у меня в бух-рии. Каким числом я должна сделать проводку Д 58 К 91,1 отражение дооценки	11667057	21380240	1	0	0	БСС
"Добрый день!
подлежит ли государственной регистрации некапитальное строение?"	11667106	12579455	1	1	1	БСС
Добрый день! Какой код дохода нужно указать при выплате денежного приза в конкурсе не с целью рекламы?	11667046	614838	1	0	0	БСС
то есть если Ип освобождено от ведения бух.учета, то переоценивать ОС оно не обязано?	11667092	6225390	1	0	0	БСС
Добрый вечер. Организация ООО на УСН. в каких случаях должна составлять акт выполненных работ, а в каких упд о статусом 2? есть ли различия между актом выпол. работ и упд со статусом 2?	11667050	8113436	1	0	0	БСС
ДОБРЫЙ ДЕНЬ, ПОДСКАЖИТЕ, ПОЖАЛУЙСТА, КАКИМ ОТЧЕТОМ В СФР РАБОТОДАТЕЛЬ МОЖЕТ ИЗМЕНИТЬ ФАМИЛИЮ В ЭТК СОТРУДНИКА, НА ОСНОВАНИИ СВИДЕТЕЛЬСТВА О БРАКЕ?	11667085	19119382	1	1	0	БСС
можно ли заменить расчетные годы для отпуска по беременности и родам в 2024 на 2019 и 2020, если сотрудница ушла в декрет в 2020 и не выходя на работу второй раз уходит в декрет?	11667061	6909705	1	0	0	БСС
спаибо	11667058	217055	1	0	0	БСС
Добрый день,если создано обособленное подразделение,уведомление о выборе налогового органа сдано, подразделение гаходится в том же регионе что и главная организаци,налоговые разные,декларацию по прибыли за квартал можно сдавать в налоговый орган по главной организации?	11667078	20191285	1	1	1	БСС
"Добрый день!
каким образом можно задать в системе вопрос юридического характера?"	11667059	83697	1	0	0	БСС
спасибо	11667072	5832693	1	1	1	БСС
Здравствуйте, поставщик привез материал на строительный объект, где наша компания сейчас выполняет работы, в УПД в строкек	11667062	1523439	1	0	0	БСС
Добрый вечер, подскажите пожалуйста. Сумма компенсации за задержку зарплаты при увольнении рассчитывается как : сумма причитающейся выплаты( без НДФЛ)* 1/150 ставки рефинансирования * количество дней задержки выплаты. Вопрос: Базой для страховых взносов с компенсации за задержку зарплаты будет сумма компенсации с НДФЛ или без НДФЛ?	11667063	3108785	1	0	0	БСС
В новой организации пока нет доходов, только расходы, можем ли мы включить в декларацию по налогу на прибыль только расходы? Деятельность начнется через год или позже	11667091	2851317	1	0	0	БСС
если предприятие относится к субъектам малого предпринимательства обязаны ли начислять резервы по отпускам?	11667083	22023192	1	0	0	БСС
как правильно отправить подотчетную сумму со счета ип на карту сотрудника?	11667099	7009682	1	1	1	БСС
подтверждаю, мне нужно знать под какой патент попадают виды работ: установка окон из алюминия и ПВХ, установка дверей, установка ПВХ перегородок	11667126	2147933	1	1	1	БСС
"Здравствуйте! Исполнитель выполнил работы по монтажу системы пожаротушения. В Акте выполненных работ указано""Выполнены работы по монтажу системы пожаротушения"" . Сумма 3 млн. Вопрос: Какими закрывающими документами должны оформляться данные работы? Достаточно ли такого Акта с такой формулировкой? На каком счете учитывать данные расходы: на 26 или на 01?"	11667084	118882	1	0	0	БСС
спасибо,все отлично	11667074	3746301	1	1	1	БСС
подскажите а ИП обязаны переоценивать ОС?	11667075	6225390	1	0	0	БСС
Добрый вечер! какой датой нужно отражать перенос страховых взносов за июнь 2024 на ЕНС?	11667104	402882	1	0	0	БСС
Добрый день, подскажите, пожалуйста. Если рассчитываться корпоративной картой в магазине , то необходимо получить у продавца слип чек и кассовый чек. Вопрос 1? В кассовом чеке продавцу обязательно или нет указывать инн и реквизиты покупателя? Вопрос 2? При расчетах корпоративной картой, чтобы отнести к налоговым расходам достаточно иметь только кассовый чек без накладной или акта?	11667105	16640706	1	0	0	БСС
через какой период работы работник имеет право на ежегодный отпуск?	11667095	487849	1	0	0	БСС
Да. Был дан письменный ответ. Но не по существу вопроса.	11667087	390607	1	0	0	БСС
Добрый вечер! Получены денежные средства от государства в связи с паводком финансовое обеспечение как отразить в учете проводки?	11667088	9080990	1	0	0	БСС
"Письменные пояснения о причинах образования убытка, отраженного в налоговом учете за 2023 год,
а также письменные пояснения о запланированных и осуществляемых мероприятиях направленных на
вывод организации из убыточного состояния;"	11667094	1545516	1	0	0	БСС
Добрый вечер. Может ли юридическое лицо (резидент РФ) перевести денежные средства физическому лицу, чтобы он оплатил за товар юридическому лицу (резиденту Китая), за вознаграждение?	11667097	6966887	1	0	0	БСС
Спасибо вам большое за подробную консультацию!	11667107	3498473	1	0	0	БСС
Как заполнитить лист 2 приложения 5 декларации по налогу на прибыль	11667096	20191285	1	0	0	БСС
добрый вечер , как создать исправленное уведомление, ошибка в сумме, все остальное верно, сумма должна быть больше, ошибка в сумме страховых взносов, можно образец	11667098	310657	1	0	0	БСС
"Добрый вечер! ООО находится в городе ""М"". В 2021 г. было зарегистрировано прочее обособленное подразделение в городе ""Г"". В мае 2023 г. с обособленного подразделения был уволен единственный сотрудник, а 28.06.2024 г. был расторгнут договор аренды этого обособленного подразделения. Вопрос: с какого момента отсчитывается три дня для подачи сообщения о закрытии обособленного подразделения?"	11667115	5518406	1	0	0	БСС
